No    	Deprem Kodu	Olus tarihi	Olus zamani	Enlem	Boylam	Der(km)	xM	MD	ML	Mw	Ms	Mb	Tip	Yer
000840	19190405041755	1919.04.05	04:17:55.00	36.6000	26.7000	015.0	5.4	5.1	5.1	5.4	5.2	5.1	Ke	AKDENIZ
000841	19190108101253	1919.01.08	10:12:53.00	40.9000	42.2000	040.0	5.4	5.1	5.1	5.4	5.2	5.1	Ke	EKINLIK-OLUR (ERZURUM) [North West  2.7 km]
000842	19181125123848	1918.11.25	12:38:48.00	36.4000	27.5000	010.0	5.2	4.9	4.9	5.2	4.9	4.9	Ke	ONIKI ADALAR (AKDENIZ)
000843	19181113101327	1918.11.13	10:13:27.00	37.8000	27.3000	035.0	5.4	5.1	5.1	5.4	5.2	5.1	Ke	SOGUCAK-KUSADASI (AYDIN) [North 1.9 km]
000844	19180929120705	1918.09.29	12:07:05.00	35.2000	34.7000	030.0	6.5	6.1	6.1	6.3	6.5	6.1	Ke	AKDENIZ
000845	19180923021300	1918.09.23	02:13:00.20	35.6000	26.5000	100.0	5.4	5.1	5.1	5.4	5.2	5.1	Ke	AKDENIZ
000846	19180829063940	1918.08.29	06:39:40.60	40.5800	35.1600	010.0	5.5	5.2	5.2	5.5	5.3	5.2	Ke	ELVANCELEBI-MECITOZU (ÇORUM) [North West  1.4 km]
000847	19180809003910	1918.08.09	00:39:10.10	40.8900	33.4100	010.0	5.8	5.6	5.6	5.8	5.8	5.6	Ke	SOGUTCUK-ILGAZ (ÇANKIRI) [North East  1.1 km]
000848	19180716200344	1918.07.16	20:03:44.50	36.0800	26.9900	070.0	6.1	5.8	5.8	6.0	6.1	5.8	Ke	AKDENIZ
000849	19180317134505	1918.03.17	13:45:05.00	35.0000	27.5000	030.0	5.8	5.5	5.5	5.8	5.7	5.5	Ke	AKDENIZ
000850	19180317131237	1918.03.17	13:12:37.00	35.0000	27.5000	030.0	5.3	5.0	4.9	5.3	5.0	5.0	Ke	AKDENIZ
000851	19180116163206	1918.01.16	16:32:06.00	38.8000	32.9000	010.0	5.5	5.2	5.2	5.5	5.3	5.2	Ke	DAMLAKUYU-CIHANBEYLI (KONYA) [North West  4.7 km]
000852	19180116071328	1918.01.16	07:13:28.50	38.3400	29.4800	010.0	5.8	5.5	5.5	5.8	5.7	5.5	Ke	PASALAR-KARAHALLI (USAK) [South West  0.8 km]
000853	19171227074200	1917.12.27	07:42:00.20	40.5000	26.0000	010.0	5.3	5.0	4.9	5.3	5.0	5.0	Ke	SAROS KÖRFEZI (EGE DENIZI)
000854	19170410194001	1917.04.10	19:40:01.80	40.6000	27.1000	015.0	5.5	5.2	5.2	5.5	5.3	5.2	Ke	SARKOY (TEKIRDAG) [South West  2.0 km]
000855	19170310173900	1917.03.10	17:39:00.00	41.9000	36.9000	030.0	5.3	5.0	4.9	5.3	5.0	5.0	Ke	SAMSUN AÇIKLARI (KARADENIZ)
000856	19161114135403	1916.11.14	13:54:03.40	40.8000	44.4000	026.0	5.5	5.2	5.2	5.5	5.3	5.2	Ke	AZERBAYCAN
000857	19161028204800	1916.10.28	20:48:00.00	40.1000	44.1000	020.0	5.2	4.9	4.9	5.2	4.9	4.9	Ke	KADIKISLAK- (IGDIR) [North 8.4 km]
000858	19160124065515	1916.01.24	06:55:15.80	40.2700	36.8300	010.0	7.1	6.6	6.6	6.7	7.1	6.5	Ke	TEKNECIK-ALMUS (TOKAT) [South West  0.6 km]
000859	19151225060609	1915.12.25	06:06:09.10	36.4700	36.1400	010.0	5.4	5.1	5.1	5.4	5.2	5.1	Ke	GUZELYAYLA-BELEN (HATAY) [South West  2.6 km]
000860	19150519044802	1915.05.19	04:48:02.40	37.6200	39.4700	010.0	5.5	5.3	5.3	5.5	5.4	5.3	Ke	CATLI-SIVEREK (SANLIURFA) [South East  3.5 km]
000861	19150228124702	1915.02.28	12:47:02.40	37.7000	43.1000	030.0	5.5	5.2	5.2	5.5	5.3	5.2	Ke	MEZRA-BEYTUSSEBAP (SIRNAK) [North West  9.0 km]
000862	19150214082000	1915.02.14	08:20:00.60	38.8000	42.5000	030.0	5.7	5.4	5.4	5.7	5.6	5.4	Ke	CEMALETTIN-AHLAT (BITLIS) [South West  3.7 km]
000863	19141011094500	1914.10.11	09:45:00.00	38.0000	30.0000	015.0	5.4	5.1	5.1	5.4	5.2	5.1	Ke	KORKUYU-EVCILER (AFYONKARAHISAR) [South West  0.7 km]
000864	19141004184857	1914.10.04	18:48:57.70	38.0100	38.2400	015.0	5.3	5.0	5.0	5.3	5.1	5.1	Ke	CELIKHAN (ADIYAMAN) [South 2.6 km]
000865	19141004155000	1914.10.04	15:50:00.00	38.0000	30.0000	015.0	5.3	5.0	4.9	5.3	5.0	5.0	Ke	KORKUYU-EVCILER (AFYONKARAHISAR) [South West  0.7 km]
000866	19141003220702	1914.10.03	22:07:02.40	37.7000	30.4000	014.0	6.9	6.5	6.4	6.6	6.9	6.4	Ke	HALICILAR- (BURDUR) [South 0.7 km]
000867	19140528112729	1914.05.28	11:27:29.60	39.8400	35.8000	010.0	5.5	5.3	5.3	5.5	5.4	5.3	Ke	ALTILI-AKDAGMADENI (YOZGAT) [North East  2.0 km]
000868	19130420031347	1913.04.20	03:13:47.90	41.9100	44.3200	010.0	6.1	5.8	5.8	6.0	6.1	5.8	Ke	GÜRCISTAN
000869	19130127193835	1913.01.27	19:38:35.60	38.3800	42.2300	010.0	5.5	5.3	5.3	5.5	5.4	5.3	Ke	YOLAGZI- (BITLIS) [North West  0.5 km]
000870	19121013022205	1912.10.13	02:22:05.60	41.5000	44.0000	030.0	5.3	5.0	4.9	5.3	5.0	5.0	Ke	GÜRCISTAN
000871	19121012194805	1912.10.12	19:48:05.70	41.4000	43.7000	028.0	5.7	5.4	5.4	5.7	5.6	5.4	Ke	GÜRCISTAN
000872	19120916210401	1912.09.16	21:04:01.80	40.1000	26.8000	030.0	5.2	4.9	4.9	5.2	4.9	4.9	Ke	KOCALAR- (ÇANAKKALE) [North East  4.3 km]
000873	19120811081904	1912.08.11	08:19:04.40	40.6000	27.2000	030.0	5.3	5.0	4.9	5.3	5.0	5.0	Ke	ERIKLICE-SARKOY (TEKIRDAG) [South East  4.3 km]
000874	19120810183000	1912.08.10	18:30:00.00	40.6000	27.1000	015.0	5.5	5.2	5.2	5.5	5.3	5.2	Ke	SARKOY (TEKIRDAG) [South West  2.0 km]
000875	19120810092300	1912.08.10	09:23:00.00	40.6000	27.1000	015.0	6.3	6.0	6.0	6.2	6.3	5.9	Ke	SARKOY (TEKIRDAG) [South West  2.0 km]
000876	19120809012900	1912.08.09	01:29:00.00	40.6000	27.2000	016.0	7.3	6.8	6.7	6.9	7.3	6.6	Ke	ERIKLICE-SARKOY (TEKIRDAG) [South East  4.3 km]
000877	19110430204203	1911.04.30	20:42:03.00	36.0000	30.0000	180.0	6.1	5.8	5.8	6.0	6.1	5.8	Ke	KALE AÇIKLARI-ANTALYA (AKDENIZ)
000878	19100807214500	1910.08.07	21:45:00.00	37.8000	28.7000	030.0	5.5	5.2	5.2	5.5	5.3	5.2	Ke	HACIHIDIRLAR-KARACASU (AYDIN) [North East  2.9 km]
000879	19100625192601	1910.06.25	19:26:01.00	41.0000	34.0000	005.0	6.2	6.2	0.0		0.0	0.0	Ke	ERMELIK-TOSYA (KASTAMONU) [South East  2.3 km]
000880	19091029160404	1909.10.29	16:04:04.20	38.0000	27.0000	020.0	5.5	5.2	5.2	5.5	5.3	5.2	Ke	KUSADASI KÖRFEZI (EGE DENIZI)
000881	19090305121600	1909.03.05	12:16:00.00	39.0000	40.0000	030.0	5.5	5.2	5.2	5.5	5.3	5.2	Ke	HAMZALI-KARAKOCAN (ELAZIG) [North West  0.6 km]
000882	19090222141400	1909.02.22	14:14:00.00	39.0000	37.0000	030.0	5.8	5.5	5.5	5.8	5.7	5.5	Ke	YARHISAR-KANGAL (SIVAS) [South East  2.8 km]
000883	19090210194900	1909.02.10	19:49:00.00	40.0000	38.0000	030.0	5.8	5.5	5.5	5.8	5.7	5.5	Ke	SARKOY-SUSEHRI (SIVAS) [South East  2.0 km]
000884	19090209143800	1909.02.09	14:38:00.00	40.0000	38.0000	030.0	5.8	5.6	5.6	5.8	5.8	5.6	Ke	SARKOY-SUSEHRI (SIVAS) [South East  2.0 km]
000885	19090209112400	1909.02.09	11:24:00.00	40.0000	38.0000	060.0	6.3	6.0	6.0	6.2	6.3	5.9	Ke	SARKOY-SUSEHRI (SIVAS) [South East  2.0 km]
000886	19090119045700	1909.01.19	04:57:00.00	38.0000	26.5000	060.0	6.0	5.8	5.7	6.0	6.0	5.7	Ke	EGE DENIZI
000887	19081030113000	1908.10.30	11:30:00.00	37.6000	36.8000	030.0	5.5	5.3	5.3	5.5	5.4	5.3	Ke	AFSAR- (KAHRAMANMARAS) [North East  2.4 km]
000888	19080928062800	1908.09.28	06:28:00.00	38.0000	44.0000	030.0	6.0	5.8	5.7	6.0	6.0	5.7	Ke	BARIS-BASKALE (VAN) [South East  2.7 km]
000889	19080623160700	1908.06.23	16:07:00.00	38.4000	27.2000	038.0	5.3	5.0	4.9	5.3	5.0	5.0	Ke	BUCA (IZMIR) [North East  2.5 km]
000890	19080623144500	1908.06.23	14:45:00.00	38.4000	27.2000	025.0	5.3	5.0	5.0	5.3	5.1	5.1	Ke	BUCA (IZMIR) [North East  2.5 km]
000891	19080623141604	1908.06.23	14:16:04.20	38.4000	27.2000	027.0	5.4	5.1	5.1	5.4	5.2	5.1	Ke	BUCA (IZMIR) [North East  2.5 km]
000892	19080621035500	1908.06.21	03:55:00.00	40.6000	35.9000	030.0	5.4	5.1	5.1	5.4	5.2	5.1	Ke	SAZKOY- (AMASYA) [South East  1.7 km]
000893	19080412000000	1908.04.12	00:00:00.00	38.2000	27.7000	009.0	5.5	5.2	5.2	5.5	5.3	5.2	Ke	YAKACIK-BAYINDIR (IZMIR) [South West  0.8 km]
000894	19080308020000	1908.03.08	02:00:00.00	37.8000	27.8000	015.0	5.3	5.0	4.9	5.3	5.0	5.0	Ke	KADIKOY- (AYDIN) [South West  2.6 km]
000895	19080217030001	1908.02.17	03:00:01.00	37.4000	35.8000	005.0	6.0	6.0	0.0		0.0	0.0	Ke	ISIKLI-KOZAN (ADANA) [East 0.4 km]
000896	19071201000001	1907.12.01	00:00:01.00	37.6000	34.5000	005.0	6.3	6.3	0.0		0.0	0.0	Ke	GUNEY-ULUKISLA (NIGDE) [South 3.8 km]
000897	19070821000000	1907.08.21	00:00:00.00	40.7000	30.1000	015.0	5.6	5.4	5.3	5.6	5.5	5.4	Ke	SIRINSULHIYE-KARTEPE (KOCAELI) [East 0.3 km]
000898	19070603064600	1907.06.03	06:46:00.00	38.7000	41.5000	030.0	5.3	5.0	4.9	5.3	5.0	5.0	Ke	SOGUCAK- (MUS) [South West  3.1 km]
000899	19070406000000	1907.04.06	00:00:00.00	39.3000	40.4000	030.0	5.2	4.9	4.9	5.2	4.9	4.9	Ke	ESKIKAVAK-KIGI (BINGOL) [North East  1.2 km]
000900	19070331141400	1907.03.31	14:14:00.00	39.1000	42.5000	030.0	5.4	5.1	5.1	5.4	5.2	5.1	Ke	HASRETPINAR-MALAZGIRT (MUS) [East 4.3 km]
000901	19070129000000	1907.01.29	00:00:00.00	39.1000	42.5000	030.0	5.2	4.9	4.9	5.2	4.9	4.9	Ke	HASRETPINAR-MALAZGIRT (MUS) [East 4.3 km]
000902	19061228000000	1906.12.28	00:00:00.00	40.5000	42.0000	030.0	6.0	5.8	5.7	6.0	6.0	5.7	Ke	TOPRAKKALE-OLTU (ERZURUM) [North 3.5 km]
000903	19061020160805	1906.10.20	16:08:05.70	41.2000	44.3000	026.0	5.4	5.1	5.1	5.4	5.2	5.1	Ke	AZERBAYCAN
000904	19060928055000	1906.09.28	05:50:00.00	40.5000	42.7000	030.0	6.2	5.9	5.9	6.1	6.2	5.9	Ke	KAMISLI-SELIM (KARS) [South East  1.3 km]
000905	19051204122000	1905.12.04	12:20:00.00	39.0000	39.0000	030.0	5.7	5.4	5.4	5.7	5.6	5.4	Ke	PAYAMDUZU-CEMISGEZEK (TUNCELI) [North East  2.8 km]
000906	19051204094000	1905.12.04	09:40:00.00	39.0000	39.0000	030.0	5.8	5.6	5.6	5.8	5.8	5.6	Ke	PAYAMDUZU-CEMISGEZEK (TUNCELI) [North East  2.8 km]
000907	19051204070400	1905.12.04	07:04:00.00	39.0000	39.0000	030.0	6.8	6.4	6.3	6.5	6.8	6.3	Ke	PAYAMDUZU-CEMISGEZEK (TUNCELI) [North East  2.8 km]
000908	19051022034200	1905.10.22	03:42:00.00	41.0000	31.0000	027.0	5.4	5.1	5.1	5.4	5.2	5.1	Ke	ESMAHANIM-AKCAKOCA (DUZCE) [North East  1.4 km]
000909	19050430161300	1905.04.30	16:13:00.00	39.8000	30.5000	022.0	5.5	5.3	5.3	5.5	5.4	5.3	Ke	TEPEBASI (ESKISEHIR) [North East  1.9 km]
000910	19050415053600	1905.04.15	05:36:00.00	40.2000	29.0000	006.0	5.7	5.4	5.4	5.7	5.6	5.4	Ke	NILUFER (BURSA) [South East  2.4 km]
000911	19050111173200	1905.01.11	17:32:00.00	39.6000	27.9000	015.0	5.3	5.0	4.9	5.3	5.0	5.0	Ke	CAYIRHISAR- (BALIKESIR) [South 1.7 km]
000912	19041010174000	1904.10.10	17:40:00.00	38.4000	27.2000	020.0	5.8	5.6	5.6	5.8	5.8	5.6	Ke	BUCA (IZMIR) [North East  2.5 km]
000913	19040818200700	1904.08.18	20:07:00.00	38.0000	27.0000	030.0	6.0	5.8	5.7	6.0	6.0	5.7	Ke	KUSADASI KÖRFEZI (EGE DENIZI)
000914	19040811060800	1904.08.11	06:08:00.00	37.7000	26.9000	006.0	6.2	5.9	5.9	6.1	6.2	5.9	Ke	SISAM ADASI (EGE DENIZI)
000915	19040519100200	1904.05.19	10:02:00.00	38.4000	27.2000	020.0	5.5	5.3	5.3	5.5	5.4	5.3	Ke	BUCA (IZMIR) [North East  2.5 km]
000916	19040216034500	1904.02.16	03:45:00.00	40.3000	38.4000	030.0	5.3	5.0	5.0	5.3	5.1	5.1	Ke	BAYHASAN-SEBINKARAHISAR (GIRESUN) [South East  1.9 km]
000917	19030719180705	1903.07.19	18:07:05.40	35.0000	30.0000	020.0	5.8	5.5	5.5	5.8	5.7	5.5	Ke	AKDENIZ
000918	19030708044300	1903.07.08	04:43:00.00	41.4000	44.5000	030.0	5.2	4.9	4.9	5.2	4.9	4.9	Ke	AZERBAYCAN
000919	19030528035403	1903.05.28	03:54:03.20	40.9000	42.8000	016.0	5.5	5.3	5.3	5.5	5.4	5.3	Ke	MOLLAHASAN-GOLE (ARDAHAN) [North West  1.4 km]
000920	19030503000000	1903.05.03	00:00:00.00	38.7000	41.5000	030.0	5.2	4.9	4.9	5.2	4.9	4.9	Ke	SOGUCAK- (MUS) [South West  3.1 km]
000921	19030428234600	1903.04.28	23:46:00.00	39.1000	42.5000	030.0	6.3	6.0	6.0	6.2	6.3	5.9	Ke	HASRETPINAR-MALAZGIRT (MUS) [East 4.3 km]
000922	19030404000000	1903.04.04	00:00:00.00	39.0000	28.0000	020.0	5.6	5.4	5.3	5.6	5.5	5.4	Ke	PEKMEZCI-AKHISAR (MANISA) [West 3.0 km]
000923	19010512123200	1901.05.12	12:32:00.00	39.8000	30.5000	015.0	5.3	5.0	4.9	5.3	5.0	5.0	Ke	TEPEBASI (ESKISEHIR) [North East  1.9 km]
000924	19010501000001	1901.05.01	00:00:01.00	37.8000	27.8000	015.0	5.0	5.0	0.0		0.0	0.0	Ke	KADIKOY- (AYDIN) [South West  2.6 km]
000925	19010401000001	1901.04.01	00:00:01.00	38.4000	31.4000	005.0	5.0	5.0	0.0		0.0	0.0	Ke	ATAKENT-AKSEHIR (KONYA) [North East  2.4 km]
000926	19010301000001	1901.03.01	00:00:01.00	38.2000	27.7000	005.0	5.0	5.0	0.0		0.0	0.0	Ke	YAKACIK-BAYINDIR (IZMIR) [South West  0.8 km]
000927	19000920000001	1900.09.20	00:00:01.00	37.8000	29.1000	005.0	5.0	5.0	0.0		0.0	0.0	Ke	DENIZLI (DENIZLI) [North East  2.3 km]
