No    	Deprem Kodu	Olus tarihi	Olus zamani	Enlem	Boylam	Der(km)	xM	MD	ML	Mw	Ms	Mb	Tip	Yer
000001	19980709173647	1998.07.09	17:36:47.80	37.9500	26.7400	0021	5.3	5.3	0.0		0.0	0.0	Ke	EGE DENIZI
000002	19980704021547	1998.07.04	02:15:47.20	36.8500	35.4700	0035	5.1	5.1	0.0		0.0	0.0	Ke	BELOREN-YUREGIR (ADANA) [North West  9.0 km]
000003	19980627135551	1998.06.27	13:55:51.80	36.9600	35.5200	0018	6.3	6.3	0.0		0.0	0.0	Ke	HASANBEYLI-SARICAM (ADANA) [South 10.1 km]
000004	19980413151430	1998.04.13	15:14:30.50	39.2300	41.0700	0009	5.0	5.0	0.0		0.0	0.0	Ke	SERPMEKAYA-KARLIOVA (BINGOL) [South East  3.9 km]
000005	19970303160014	1997.03.03	16:00:14.20	40.5300	36.3700	0000	5.0	5.0	0.0		0.0	0.0	Ke	CERKEZFINDICAK-ERBAA (TOKAT) [South West  3.4 km]
000006	19970122182451	1997.01.22	18:24:51.20	36.1300	36.0800	0023	5.0	5.0	0.0		0.0	0.0	Ke	OZBEK-SAMANDAG (HATAY) [North East  1.4 km]
000007	19970122175719	1997.01.22	17:57:19.60	36.1400	36.1200	0023	5.5	5.5	0.0		0.0	0.0	Ke	YESILPINAR- (HATAY) [North East  0.4 km]
000008	19960814030103	1996.08.14	03:01:03.70	40.3200	35.1400	0010	5.2	5.2	0.0		0.0	0.0	Ke	HIMIROGLU- (ÇORUM) [South East  1.5 km]
000009	19960814025940	1996.08.14	02:59:40.50	40.7900	35.2300	0016	5.4	5.4	0.0		0.0	0.0	Ke	EYMIR-MERZIFON (AMASYA) [South West  0.9 km]
000010	19960814015502	1996.08.14	01:55:02.70	40.7400	35.2900	0017	5.6	5.6	0.0		0.0	0.0	Ke	KUCUKCAY-MERZIFON (AMASYA) [North East  1.3 km]
000011	19951205185240	1995.12.05	18:52:40.40	39.4800	40.3200	0033	5.3	0.0	0.0		0.0	5.3	Ke	KABAYEL-YEDISU (BINGOL) [North East  0.9 km]
000012	19951205184932	1995.12.05	18:49:32.10	39.3500	40.2200	0033	5.7	5.6	0.0		5.7	5.4	Ke	SABIRTASI-KIGI (BINGOL) [North East  7.5 km]
000013	19951001155713	1995.10.01	15:57:13.10	38.1100	30.0500	0005	6.0	0.0	0.0		6.0	0.0	Ke	BELENPINAR-DINAR (AFYONKARAHISAR) [South 0.6 km]
000014	19950214111316	1995.02.14	11:13:16.10	37.7500	42.9600	0000	5.4	5.4	0.0		0.0	0.0	Ke	SARIYAPRAK-PERVARI (SIIRT) [North East  11.2 km]
000015	19941120143102	1994.11.20	14:31:02.40	35.3500	39.5400	0029	5.1	0.0	0.0		0.0	5.1	Ke	SURIYE
000016	19940524021834	1994.05.24	02:18:34.90	38.7600	26.6000	0016	5.1	5.1	0.0		4.9	5.0	Ke	EGE DENIZI
000017	19940524020536	1994.05.24	02:05:36.20	38.6600	26.5400	0017	5.3	5.0	0.0		5.3	5.0	Ke	IZMIR KÖRFEZI (EGE DENIZI)
000018	19940128154524	1994.01.28	15:45:24.60	38.6900	27.4900	0005	5.2	0.0	5.2		5.1	5.2	Ke	YENIKOY- (MANISA) [North East  0.6 km]
000019	19940103210030	1994.01.03	21:00:30.40	37.0000	35.8400	0026	5.0	5.0	0.0		4.8	5.0	Ke	CIFTLIKLER-CEYHAN (ADANA) [North West  3.5 km]
000020	19930826100357	1993.08.26	10:03:57.50	36.7300	28.0500	0033	5.3	4.6	0.0		4.5	5.3	Ke	SELIMIYE-MARMARIS (MUGLA) [North West  4.5 km]
000021	19930614195942	1993.06.14	19:59:42.60	39.6200	38.4100	0026	5.0	0.0	0.0		4.5	5.0	Ke	YALINGOZE-ILIC (ERZINCAN) [South West  1.9 km]
000022	19921106190809	1992.11.06	19:08:09.20	38.1600	26.9900	0017	6.0	0.0	5.7		6.0	5.7	Ke	ORHANLI-SEFERIHISAR (IZMIR) [East 3.5 km]
000023	19920507191503	1992.05.07	19:15:03.30	38.6900	40.1400	0018	5.0	0.0	0.0		4.5	5.0	Ke	GULLUCE-PALU (ELAZIG) [South East  0.8 km]
000024	19920430114438	1992.04.30	11:44:38.90	35.0500	26.6500	0020	5.7	0.0	0.0		5.7	5.7	Ke	AKDENIZ
000025	19920315161625	1992.03.15	16:16:25.30	39.5300	39.9300	0029	5.8	0.0	0.0		5.8	5.4	Ke	DAGYOLU-PULUMUR (TUNCELI) [South East  2.2 km]
000026	19920313183757	1992.03.13	18:37:57.30	39.8700	39.4600	0034	5.1	0.0	0.0		5.1	4.7	Ke	AKDAG-KELKIT (GUMUSHANE) [South East  2.9 km]
000027	19920313171839	1992.03.13	17:18:39.40	39.7200	39.6300	0023	6.8	0.0	0.0		6.8	6.1	Ke	GUNEBAKAN- (ERZINCAN) [South West  1.7 km]
000028	19911205202155	1991.12.05	20:21:55.30	36.1300	31.8000	0115	5.2	0.0	0.0		0.0	5.2	Ke	ANTALYA KÖRFEZI (AKDENIZ)
000029	19911018140454	1991.10.18	14:04:54.90	35.6900	28.4800	0052	5.3	0.0	0.0		0.0	5.3	Ke	AKDENIZ
000030	19911006014647	1991.10.06	01:46:47.50	41.0900	43.4000	0018	5.0	0.0	0.0		4.6	5.0	Ke	KAKAC-ARPACAY (KARS) [East 4.6 km]
000031	19910724094544	1991.07.24	09:45:44.40	36.5200	44.0400	0046	5.4	0.0	0.0		5.1	5.4	Ke	IRAK
000032	19910603102240	1991.06.03	10:22:40.40	40.0400	42.8500	0028	5.0	0.0	0.0		4.4	5.0	Ke	DEGIRMENDERE-KAGIZMAN (KARS) [South East  2.2 km]
000033	19910410010842	1991.04.10	01:08:42.90	37.3100	36.1400	0033	5.2	0.0	0.0		4.6	5.2	Ke	MEZRETLI-KADIRLI (OSMANIYE) [South East  2.9 km]
000034	19910311183343	1991.03.11	18:33:43.30	37.0100	30.9600	0113	5.2	0.0	0.0		0.0	5.2	Ke	TEKKEKOY-SERIK (ANTALYA) [South West  0.8 km]
000035	19910212095458	1991.02.12	09:54:58.90	40.8000	28.8200	0010	5.0	0.0	5.0		4.8	4.8	Ke	MARMARA DENIZI
000036	19910115210106	1991.01.15	21:01:06.00	37.1200	29.4800	0001	5.3	0.0	4.3		0.0	5.3	Ke	GOLHISAR (BURDUR) [South West  3.4 km]
000037	19901216154540	1990.12.16	15:45:40.30	41.3700	43.7200	0024	5.2	0.0	0.0		5.1	5.2	Ke	GÜRCISTAN
000038	19901121140248	1990.11.21	14:02:48.00	37.0000	29.5800	0020	5.0	4.4	0.0		0.0	5.0	Ke	ALTINYAYLA (BURDUR) [East 3.2 km]
000039	19900828202122	1990.08.28	20:21:22.20	36.2700	27.2200	0041	5.0	0.0	5.0		0.0	4.6	Ke	ONIKI ADALAR (AKDENIZ)
000040	19900718112926	1990.07.18	11:29:26.20	37.0000	29.5700	0026	5.1	0.0	5.0		4.9	5.1	Ke	ALTINYAYLA (BURDUR) [East 2.3 km]
000041	19900420233005	1990.04.20	23:30:05.10	40.1200	40.0700	0022	5.0	0.0	0.0		4.7	5.0	Ke	KURUGUNEY- (BAYBURT) [North East  1.6 km]
000042	19900212154206	1990.02.12	15:42:06.00	36.2000	27.1000	0007	5.0	0.0	4.2		0.0	5.0	Ke	AKDENIZ
000043	19890520204402	1989.05.20	20:44:02.20	39.5900	40.1800	0034	5.3	0.0	0.0		5.3	5.0	Ke	IKIZLER-TERCAN (ERZINCAN) [South West  2.3 km]
000044	19890428133019	1989.04.28	13:30:19.80	37.0300	28.1100	0017	5.1	0.0	5.1		5.1	5.1	Ke	SARNICKOY- (MUGLA) [South West  5.3 km]
000045	19890427230652	1989.04.27	23:06:52.30	37.0400	28.1700	0012	5.3	0.0	5.0		5.0	5.3	Ke	KIRAN- (MUGLA) [South West  3.8 km]
000046	19890224004034	1989.02.24	00:40:34.40	37.7300	29.3300	0010	5.0	0.0	4.9		4.7	5.0	Ke	MENTESE-HONAZ (DENIZLI) [South East  2.5 km]
000047	19881207093433	1988.12.07	09:34:33.80	40.9300	44.0800	0008	5.0	0.0	0.0		4.4	5.0	Ke	AZERBAYCAN
000048	19881207080629	1988.12.07	08:06:29.00	40.8300	44.2300	0016	5.3	0.0	0.0		5.3	4.7	Ke	AZERBAYCAN
000049	19881207074545	1988.12.07	07:45:45.00	40.9600	44.2700	0011	5.8	0.0	0.0		0.0	5.8	Ke	AZERBAYCAN
000050	19881207074124	1988.12.07	07:41:24.30	40.9600	44.1600	0005	6.7	0.0	0.0		6.7	6.0	Ke	AZERBAYCAN
000051	19881120210106	1988.11.20	21:01:06.00	35.2900	28.7000	0013	5.2	0.0	5.0		4.8	5.2	Ke	AKDENIZ
000052	19881018123544	1988.10.18	12:35:44.50	40.3500	41.5000	0010	5.3	0.0	0.0		5.3	4.9	Ke	ARILI-TORTUM (ERZURUM) [South East  3.6 km]
000053	19880824121329	1988.08.24	12:13:29.10	36.5900	26.2900	0026	5.0	0.0	4.3		0.0	5.0	Ke	AKDENIZ
000054	19880625161538	1988.06.25	16:15:38.30	38.5000	43.0700	0049	5.3	0.0	0.0		5.0	5.3	Ke	VAN GÖLÜ
000055	19880424204933	1988.04.24	20:49:33.30	40.8800	28.2400	0011	5.1	0.0	4.9		5.1	5.0	Ke	MARMARA DENIZI
000056	19880420035007	1988.04.20	03:50:07.90	39.1100	44.1200	0048	5.1	0.0	0.0		5.1	5.1	Ke	ARALIK-CALDIRAN (VAN) [North West  2.5 km]
000057	19880216112017	1988.02.16	11:20:17.00	35.1900	27.1500	0037	5.0	0.0	4.2		0.0	5.0	Ke	AKDENIZ
000058	19871005092702	1987.10.05	09:27:02.30	36.2400	28.2700	0027	5.1	0.0	5.1		0.0	5.1	Ke	AKDENIZ
000059	19870903123955	1987.09.03	12:39:55.90	35.9100	30.6100	0052	5.0	0.0	0.0		0.0	5.0	Ke	AKDENIZ
000060	19870619184542	1987.06.19	18:45:42.30	36.8000	28.1800	0085	5.0	0.0	4.6		0.0	5.0	Ke	HISARONU-MARMARIS (MUGLA) [East 3.1 km]
000061	19870222065142	1987.02.22	06:51:42.30	38.4200	40.5000	0010	5.0	0.0	0.0		0.0	5.0	Ke	DURU-LICE (DIYARBAKIR) [South 1.5 km]
000062	19861011090010	1986.10.11	09:00:10.90	37.9400	28.5600	0005	5.5	0.0	5.5		5.4	5.4	Ke	YORE-KUYUCAK (AYDIN) [North East  2.3 km]
000063	19860803013324	1986.08.03	01:33:24.50	37.1900	37.1600	0039	5.0	0.0	0.0		0.0	5.0	Ke	YENISARKAYA-SEHITKAMIL (GAZIANTEP) [South West  0.7 km]
000064	19860606103947	1986.06.06	10:39:47.00	38.0100	37.9100	0011	5.6	0.0	0.0		5.6	5.5	Ke	SAVAKLI-DOGANSEHIR (MALATYA) [South 3.7 km]
000065	19860513084401	1986.05.13	08:44:01.90	41.4400	43.7200	0008	5.5	0.0	0.0		5.4	5.5	Ke	GÜRCISTAN
000066	19860505033538	1986.05.05	03:35:38.00	38.0200	37.7900	0004	5.8	0.0	0.0		5.8	5.7	Ke	KADILI-DOGANSEHIR (MALATYA) [South East  1.9 km]
000067	19851218054600	1985.12.18	05:46:00.80	39.2000	26.1700	0017	5.0	0.0	4.8		0.0	5.0	Ke	MIDILLI ADASI (EGE DENIZI)
000068	19851107082621	1985.11.07	08:26:21.70	40.3700	42.2900	0031	5.1	0.0	0.0		0.0	5.1	Ke	GOZEBASI-SENKAYA (ERZURUM) [South 2.8 km]
000069	19841203073812	1984.12.03	07:38:12.20	37.9400	43.1800	0055	5.0	0.0	0.0		5.0	4.8	Ke	BUKEC-GURPINAR (VAN) [West 9.2 km]
000070	19841018094620	1984.10.18	09:46:20.70	40.7900	42.4800	0019	5.3	0.0	0.0		5.2	5.3	Ke	DOLUNAY-SENKAYA (ERZURUM) [South East  1.6 km]
000071	19840918132602	1984.09.18	13:26:02.20	40.9000	42.2400	0010	5.5	0.0	0.0		5.5	5.3	Ke	TASGECIT-OLUR (ERZURUM) [North West  0.7 km]
000072	19840205002019	1984.02.05	00:20:19.70	37.2100	28.6700	0030	5.0	0.0	4.9		0.0	5.0	Ke	CAKMAK- (MUGLA) [North East  3.0 km]
000073	19831118011537	1983.11.18	01:15:37.50	39.7900	39.4300	0037	5.0	0.0	0.0		4.8	5.0	Ke	KEKLIKKAYASI- (ERZINCAN) [West 1.5 km]
000074	19831030134817	1983.10.30	13:48:17.00	40.3600	42.0100	0003	5.0	0.0	0.0		0.0	5.0	Ke	SERINSU-NARMAN (ERZURUM) [North East  1.3 km]
000075	19831030124025	1983.10.30	12:40:25.50	40.4500	42.1700	0031	5.3	0.0	0.0		5.1	5.3	Ke	DORTYOL-SENKAYA (ERZURUM) [North West  2.6 km]
000076	19831030041228	1983.10.30	04:12:28.10	40.3500	42.1800	0016	6.8	0.0	0.0		6.8	6.0	Ke	PARMAKDERE-SARIKAMIS (KARS) [North West  4.2 km]
000077	19830927235942	1983.09.27	23:59:42.70	36.9900	26.9000	0192	5.4	0.0	5.2		0.0	5.4	Ke	ONIKI ADALAR (AKDENIZ)
000078	19830909175945	1983.09.09	17:59:45.40	35.4800	27.2300	0035	5.4	0.0	0.0		5.4	3.5	Ke	AKDENIZ
000079	19830705120127	1983.07.05	12:01:27.00	40.3300	27.2100	0007	5.9	0.0	5.9		5.8	5.5	Ke	TOKATKIRI-BIGA (ÇANAKKALE) [South West  1.0 km]
000080	19830406073551	1983.04.06	07:35:51.20	39.8900	40.4300	0045	5.0	0.0	0.0		4.1	5.0	Ke	KARACAKISLAK-TERCAN (ERZINCAN) [North 1.3 km]
000081	19820418231800	1982.04.18	23:18:00.20	36.6500	27.1100	0155	5.0	0.0	4.2		0.0	5.0	Ke	ONIKI ADALAR (AKDENIZ)
000082	19820327195724	1982.03.27	19:57:24.00	39.2300	41.9000	0038	5.4	0.0	0.0		5.1	5.4	Ke	YESILYAZI-HINIS (ERZURUM) [South East  3.3 km]
000083	19810601084726	1981.06.01	08:47:26.70	35.5400	26.2900	0081	5.1	0.0	5.1		0.0	5.1	Ke	AKDENIZ
000084	19810426141328	1981.04.26	14:13:28.30	36.5300	30.6500	0076	5.3	0.0	0.0		5.2	5.3	Ke	CAMYUVA-KEMER (ANTALYA) [South East  8.8 km]
000085	19810120082749	1981.01.20	08:27:49.00	38.0500	38.5900	0024	5.0	0.0	0.0		0.0	5.0	Ke	SERINCE-SINCIK (ADIYAMAN) [South West  1.2 km]
000086	19801215224817	1980.12.15	22:48:17.60	35.8700	44.5900	0065	5.2	0.0	0.0		5.2	5.0	Ke	IRAK
000087	19801018031410	1980.10.18	03:14:10.40	39.9100	40.3100	0037	5.1	0.0	0.0		0.0	5.1	Ke	YESILYAYLA-TERCAN (ERZINCAN) [South West  1.2 km]
000088	19801004151206	1980.10.04	15:12:06.60	37.0000	28.8000	0026	5.0	0.0	4.9		0.0	5.0	Ke	CAYHISAR-KOYCEGIZ (MUGLA) [North West  5.2 km]
000089	19800711123331	1980.07.11	12:33:31.80	38.5400	40.8300	0053	5.1	0.0	0.0		0.0	5.1	Ke	CAGLAYAN-KULP (DIYARBAKIR) [North East  2.0 km]
000090	19800516003729	1980.05.16	00:37:29.50	35.8900	27.3500	0057	5.6	0.0	5.6		0.0	5.0	Ke	AKDENIZ
000091	19800502053058	1980.05.02	05:30:58.80	35.6800	29.8100	0038	5.3	0.0	0.0		5.3	5.2	Ke	AKDENIZ
000092	19791231062135	1979.12.31	06:21:35.90	36.2200	31.4900	0093	5.3	0.0	0.0		4.9	5.3	Ke	ANTALYA KÖRFEZI (AKDENIZ)
000093	19791228030908	1979.12.28	03:09:08.10	37.5200	35.8500	0047	5.1	0.0	0.0		4.7	5.1	Ke	DURMUSLU-KOZAN (ADANA) [North East  1.6 km]
000094	19790822201247	1979.08.22	20:12:47.60	35.9000	27.3900	0090	5.3	0.0	4.9		0.0	5.3	Ke	AKDENIZ
000095	19790723114155	1979.07.23	11:41:55.10	35.4800	26.3700	0036	5.2	0.0	5.1		5.2	5.2	Ke	AKDENIZ
000096	19790718131223	1979.07.18	13:12:23.00	39.6600	28.6500	0007	5.2	0.0	5.2		4.9	5.2	Ke	DELICE-DURSUNBEY (BALIKESIR) [South West  3.2 km]
000097	19790616184159	1979.06.16	18:41:59.40	38.7200	26.6400	0011	5.0	0.0	4.8		5.0	4.9	Ke	IZMIR KÖRFEZI (EGE DENIZI)
000098	19790614114445	1979.06.14	11:44:45.10	38.7900	26.5700	0015	5.9	0.0	5.5		5.7	5.9	Ke	EGE DENIZI
000099	19790528092733	1979.05.28	09:27:33.90	36.4600	31.7200	0111	5.8	0.0	0.0		5.3	5.8	Ke	ANTALYA KÖRFEZI (AKDENIZ)
000100	19781204031237	1978.12.04	03:12:37.60	38.0700	37.4300	0037	5.0	0.0	0.0		4.6	5.0	Ke	AGCASAR-NURHAK (KAHRAMANMARAS) [East 7.1 km]
000101	19781128180218	1978.11.28	18:02:18.70	36.0400	26.3900	0114	5.0	0.0	0.0		4.5	5.0	Ke	AKDENIZ
000102	19780102063128	1978.01.02	06:31:28.80	41.5600	44.2700	0013	5.3	0.0	0.0		5.3	5.1	Ke	GÜRCISTAN
000103	19771216073729	1977.12.16	07:37:29.30	38.4100	27.1900	0024	5.3	0.0	5.3		4.9	5.3	Ke	BUCA (IZMIR) [North East  2.7 km]
000104	19771128025901	1977.11.28	02:59:01.00	35.9600	27.7900	0081	5.4	0.0	5.2		0.0	5.4	Ke	RODOS ADASI (AKDENIZ)
000105	19771027224352	1977.10.27	22:43:52.20	37.8700	27.8800	0016	5.5	0.0	4.9		5.5	4.7	Ke	YILMAZKOY- (AYDIN) [North West  1.8 km]
000106	19771027065927	1977.10.27	06:59:27.00	35.3600	27.6000	0046	5.0	0.0	4.9		4.8	5.0	Ke	AKDENIZ
000107	19771005053443	1977.10.05	05:34:43.30	41.0200	33.5700	0010	5.7	0.0	0.0		5.7	5.3	Ke	SERCELER-ILGAZ (ÇANKIRI) [North West  4.0 km]
000108	19770601125449	1977.06.01	12:54:49.10	36.1600	31.3000	0068	5.6	0.0	0.0		5.2	5.6	Ke	AKDENIZ
000109	19770526013513	1977.05.26	01:35:13.90	38.9300	44.3800	0038	5.4	0.0	0.0		5.4	5.2	Ke	DAMLACIK-OZALP (VAN) [North East  17.4 km]
000110	19770411162301	1977.04.11	16:23:01.70	36.9100	30.7300	0090	5.0	0.0	5.0		0.0	4.7	Ke	MURATPASA (ANTALYA) [North East  3.1 km]
000111	19770325023958	1977.03.25	02:39:58.90	38.5800	40.0300	0029	5.0	0.0	0.0		4.8	5.0	Ke	KAYAHISAR-ARICAK (ELAZIG) [North West  2.2 km]
000112	19770224204718	1977.02.24	20:47:18.20	38.5500	27.6600	0020	5.0	0.0	5.0		4.6	5.0	Ke	IZZETTIN-TURGUTLU (MANISA) [South West  5.3 km]
000113	19770117051924	1977.01.17	05:19:24.70	39.2700	43.7000	0039	5.3	0.0	0.0		5.3	5.0	Ke	DEDEBULAK-DIYADIN (AGRI) [North East  3.5 km]
000114	19761125094927	1976.11.25	09:49:27.00	38.9600	44.2800	0038	5.1	0.0	0.0		5.1	5.0	Ke	YUKARIBALCIKLI-OZALP (VAN) [North East  12.4 km]
000115	19761124204607	1976.11.24	20:46:07.20	39.0800	44.1300	0055	5.0	0.0	0.0		5.0	4.9	Ke	ARALIK-CALDIRAN (VAN) [South West  1.2 km]
000116	19761124151107	1976.11.24	15:11:07.60	39.0000	44.1900	0062	5.0	0.0	0.0		0.0	5.0	Ke	BAYDOGAN-CALDIRAN (VAN) [South East  4.9 km]
000117	19761124123648	1976.11.24	12:36:48.70	39.1000	44.2000	0063	5.5	0.0	0.0		0.0	5.5	Ke	ARALIK-CALDIRAN (VAN) [North East  5.7 km]
000118	19761124123040	1976.11.24	12:30:40.90	39.1700	43.9500	0033	5.1	0.0	0.0		0.0	5.1	Ke	ASAGIMUTLU-CALDIRAN (VAN) [South West  1.3 km]
000119	19761124122216	1976.11.24	12:22:16.00	39.0500	44.0400	0010	7.5	0.0	0.0		7.5	6.1	Ke	YENIYAKA-CALDIRAN (VAN) [South East  1.9 km]
000120	19760905220734	1976.09.05	22:07:34.40	38.5100	40.9400	0017	5.0	0.0	0.0		5.0	5.0	Ke	NARLICA-KULP (DIYARBAKIR) [South West  2.0 km]
000121	19760819011240	1976.08.19	01:12:40.00	37.7100	29.0000	0020	5.1	0.0	4.8		5.1	5.0	Ke	BASKARCI- (DENIZLI) [South East  6.3 km]
000122	19760817173755	1976.08.17	17:37:55.20	36.7400	27.0700	0160	5.0	0.0	4.3		0.0	5.0	Ke	KOS ADASI (AKDENIZ)
000123	19760815185647	1976.08.15	18:56:47.00	37.8000	28.8000	0011	5.3	0.0	4.1		0.0	5.3	Ke	KIRANYER-BABADAG (DENIZLI) [South West  2.2 km]
000124	19760512051143	1976.05.12	05:11:43.00	39.3300	29.1600	0021	5.1	0.0	4.6		5.1	4.3	Ke	UMUTLU-EMET (KÜTAHYA) [South West  2.5 km]
000125	19760510235411	1976.05.10	23:54:11.90	39.2600	29.1700	0033	5.0	0.0	4.3		5.0	4.4	Ke	HASANLAR-HISARCIK (KÜTAHYA) [North West  0.9 km]
000126	19760429221807	1976.04.29	22:18:07.70	40.9600	42.8700	0030	5.0	0.0	0.0		5.0	5.0	Ke	COBANLI- (ARDAHAN) [North East  1.4 km]
000127	19760325115540	1976.03.25	11:55:40.00	41.0100	42.9700	0025	5.1	0.0	0.0		5.1	4.8	Ke	TUNCOLUK- (ARDAHAN) [West 1.3 km]
000128	19751115064516	1975.11.15	06:45:16.60	38.4900	40.6300	0050	5.1	0.0	0.0		5.1	4.7	Ke	HEDIK-LICE (DIYARBAKIR) [South East  2.7 km]
000129	19751112090348	1975.11.12	09:03:48.80	36.2800	28.1500	0064	5.3	0.0	5.0		4.7	5.3	Ke	RODOS ADASI (AKDENIZ)
000130	19751026070500	1975.10.26	07:05:00.30	40.0800	35.0200	0024	5.0	0.0	0.0		5.0	4.6	Ke	ISMAILLI-ALACA (ÇORUM) [North West  1.1 km]
000131	19751003145816	1975.10.03	14:58:16.80	38.4500	40.6600	0050	5.0	0.0	0.0		5.0	4.6	Ke	LICE (DIYARBAKIR) [South East  0.8 km]
000132	19750922004456	1975.09.22	00:44:56.40	35.2000	26.2600	0055	5.4	0.0	5.1		5.0	5.4	Ke	AKDENIZ
000133	19750920054020	1975.09.20	05:40:20.30	36.1400	30.7300	0040	5.0	0.0	4.7		5.0	4.0	Ke	AKDENIZ
000134	19750911094057	1975.09.11	09:40:57.00	38.4000	40.3000	0053	5.2	0.0	0.0		5.2	0.0	Ke	TEPE-DICLE (DIYARBAKIR) [North East  2.1 km]
000135	19750906122402	1975.09.06	12:24:02.10	38.4400	40.4800	0044	5.0	0.0	0.0		5.0	4.4	Ke	DURU-LICE (DIYARBAKIR) [North West  1.9 km]
000136	19750906105216	1975.09.06	10:52:16.60	38.4600	40.8200	0047	5.1	0.0	0.0		5.0	5.1	Ke	ZUMRUT-LICE (DIYARBAKIR) [East 2.0 km]
000137	19750906101310	1975.09.06	10:13:10.30	38.5500	40.5800	0047	5.2	0.0	0.0		5.2	4.9	Ke	ORTULU-LICE (DIYARBAKIR) [South East  2.7 km]
000138	19750906092012	1975.09.06	09:20:12.00	38.5100	40.7700	0032	6.6	0.0	0.0		6.6	0.0	Ke	UCDAMLAR-LICE (DIYARBAKIR) [West 1.6 km]
000139	19750430042857	1975.04.30	04:28:57.70	36.1900	30.7400	0061	5.6	0.0	5.3		0.0	5.6	Ke	ANTALYA KÖRFEZI (AKDENIZ)
000140	19750329020605	1975.03.29	02:06:05.00	40.4200	26.0000	0033	5.3	0.0	0.0		0.0	5.3	Ke	SAROS KÖRFEZI (EGE DENIZI)
000141	19750327051507	1975.03.27	05:15:07.90	40.4500	26.1200	0015	6.7	0.0	5.7		6.7	5.5	Ke	SAROS KÖRFEZI (EGE DENIZI)
000142	19750317053517	1975.03.17	05:35:17.60	40.4800	26.0800	0018	5.9	0.0	5.2		5.9	5.0	Ke	SAROS KÖRFEZI (EGE DENIZI)
000143	19750317051747	1975.03.17	05:17:47.10	40.4000	26.2400	0005	5.0	0.0	5.0		0.0	4.8	Ke	SAROS KÖRFEZI (EGE DENIZI)
000144	19750103015944	1975.01.03	01:59:44.40	35.6200	27.3400	0042	5.0	0.0	5.0		0.0	4.8	Ke	AKDENIZ
000145	19750101003001	1975.01.01	00:30:01.30	36.6700	36.4900	0035	5.2	0.0	0.0		5.2	4.8	Ke	NARLIHOPUR-KIRIKHAN (HATAY) [North East  2.0 km]
000146	19740709023215	1974.07.09	02:32:15.50	36.5700	28.4800	049.0	5.3	4.9	5.0	5.3	4.9	5.0	Ke	AKDENIZ
000147	19740519220109	1974.05.19	22:01:09.70	35.4700	26.3100	084.0	5.1	4.8	4.8	5.1	4.8	4.8	Ke	AKDENIZ
000148	19740312182134	1974.03.12	18:21:34.70	36.7600	26.4000	045.0	5.0	4.8	4.6	5.0	4.8	4.7	Ke	AKDENIZ
000149	19740205150525	1974.02.05	15:05:25.00	36.7400	26.8600	156.0	5.0	4.7	4.7	5.0	4.7	4.7	Ke	KOS ADASI (AKDENIZ)
000150	19740201000102	1974.02.01	00:01:02.10	38.5500	27.2200	024.0	5.5	5.2	5.2	5.5	5.3	5.2	Ke	KURUDERE-BORNOVA (IZMIR) [West 2.7 km]
000151	19731205035050	1973.12.05	03:50:50.50	35.3600	26.4200	070.0	5.3	5.0	4.9	5.3	5.1	5.0	Ke	AKDENIZ
000152	19731119072859	1973.11.19	07:28:59.90	35.3400	27.7100	060.0	5.0	4.7	4.9	5.0	4.7	4.7	Ke	AKDENIZ
000153	19731112001149	1973.11.12	00:11:49.40	35.4000	27.6500	021.0	5.4	5.1	5.1	5.4	5.2	5.1	Ke	AKDENIZ
000154	19731112000711	1973.11.12	00:07:11.30	35.3500	27.7400	047.0	5.0	4.7	4.7	5.0	4.7	4.7	Ke	AKDENIZ
000155	19730910030205	1973.09.10	03:02:05.00	38.4800	39.6400	039.0	5.0	4.7	4.7	5.0	4.7	4.7	Ke	KAYALAR-MADEN (ELAZIG) [North West  1.1 km]
000156	19730830073625	1973.08.30	07:36:25.20	37.9600	42.7500	045.0	5.0	4.7	4.7	5.0	4.7	4.7	Ke	BENTKOY-PERVARI (SIIRT) [North 2.7 km]
000157	19730219181001	1973.02.19	18:10:01.50	40.2800	33.8600	022.0	5.0	4.7	4.7	5.0	4.7	4.7	Ke	KARALLI-KIZILIRMAK (ÇANKIRI) [South West  1.0 km]
000158	19721202132822	1972.12.02	13:28:22.80	35.2800	27.0600	036.0	5.4	5.1	5.0	5.4	5.2	5.1	Ke	AKDENIZ
000159	19720716024651	1972.07.16	02:46:51.70	38.2300	43.8600	046.0	5.0	4.8	4.8	5.0	4.8	4.9	Ke	MURATALDI-GURPINAR (VAN) [South East  3.2 km]
000160	19720528031436	1972.05.28	03:14:36.20	38.9600	30.0400	029.0	5.1	4.8	4.6	5.1	4.8	4.8	Ke	EYIDEMIR-DUMLUPINAR (KÜTAHYA) [South East  2.6 km]
000161	19720509174022	1972.05.09	17:40:22.20	39.4600	26.3700	010.0	5.0	4.7	4.7	5.0	4.7	4.7	Ke	EDREMIT KÖRFEZI (EGE DENIZI)
000162	19720426155944	1972.04.26	15:59:44.90	39.4500	26.3300	025.0	5.1	4.8	4.7	5.1	4.8	4.8	Ke	EDREMIT KÖRFEZI (EGE DENIZI)
000163	19720426063023	1972.04.26	06:30:23.20	39.4300	26.3600	018.0	5.3	5.0	5.0	5.3	5.1	5.0	Ke	EDREMIT KÖRFEZI (EGE DENIZI)
